region,year,month,temp_max,temp_avg_daily_max,temp_min_daily_max,temp_max_daily_avg,temp_avg,temp_min_daily_avg,temp_max_daily_min,temp_avg_daily_min,temp_min,dew_pt_max,dew_pt_avg,dew_pt_min,precipitation_max,precipitation_avg,precipitation_min,precipitation_sum,snow_depth_max,snow_depth_avg,snow_depth_min,snow_depth_sum,wind_max,wind_avg,wind_min,gust_max,gust_avg,gust_min,sea_level_preassure_max,sea_level_preassure_avg,sea_level_preassure_min
delhi,2014,october,37.0°C (98.6°F),33.55°C (92.39°F),31.0°C (87.8°F),33.0°C (91.4°F),29.23°C (84.61°F),27.0°C (80.6°F),25.0°C (77.0°F),20.81°C (69.46°F),18.0°C (64.4°F),17.0°C (62.6°F),11.65°C (52.97°F),5.0°C (41.0°F),0.4mm | 0.02in,0.02mm | 0.0in,0.0mm | 0in,0.5mm | 0.02in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,10.0kmh | 6.21mph,6.16kmh | 3.83mph,3.0kmh | 1.86mph,14.0kmh | 8.7mph,8.52kmh | 5.29mph,5.0kmh | 3.11mph,0.4mb,0.02mb,0.0mb
delhi,2014,november,31.0°C (87.8°F),28.23°C (82.81°F),25.0°C (77.0°F),27.0°C (80.6°F),23.53°C (74.35°F),20.0°C (68.0°F),20.0°C (68.0°F),15.8°C (60.44°F),13.0°C (55.4°F),13.0°C (55.4°F),3.7°C (38.66°F),-3.0°C (26.6°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,9.1kmh | 5.65mph,3.0kmh | 1.86mph,21.0kmh | 13.05mph,12.97kmh | 8.06mph,5.0kmh | 3.11mph,0.0mb,0.0mb,0.0mb
delhi,2014,december,27.0°C (80.6°F),21.81°C (71.26°F),18.0°C (64.4°F),22.0°C (71.6°F),16.68°C (62.02°F),13.0°C (55.4°F),15.0°C (59.0°F),9.87°C (49.77°F),4.0°C (39.2°F),13.0°C (55.4°F),2.48°C (36.46°F),-6.0°C (21.2°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,9.16kmh | 5.69mph,4.0kmh | 2.49mph,23.0kmh | 14.29mph,14.03kmh | 8.72mph,7.0kmh | 4.35mph,0.0mb,0.0mb,0.0mb
delhi,2015,january,23.0°C (73.4°F),19.81°C (67.66°F),16.0°C (60.8°F),17.0°C (62.6°F),14.65°C (58.37°F),13.0°C (55.4°F),11.0°C (51.8°F),7.74°C (45.93°F),4.0°C (39.2°F),12.0°C (53.6°F),5.35°C (41.63°F),-2.0°C (28.4°F),0.1mm | 0.0in,0.01mm | 0.0in,0.0mm | 0in,0.3mm | 0.01in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,9.42kmh | 5.85mph,5.0kmh | 3.11mph,24.0kmh | 14.91mph,14.71kmh | 9.14mph,8.0kmh | 4.97mph,0.1mb,0.01mb,0.0mb
delhi,2015,february,30.0°C (86.0°F),25.68°C (78.22°F),22.0°C (71.6°F),25.0°C (77.0°F),20.54°C (68.97°F),16.0°C (60.8°F),17.0°C (62.6°F),11.82°C (53.28°F),8.0°C (46.4°F),15.0°C (59.0°F),6.71°C (44.08°F),-3.0°C (26.6°F),6.1mm | 0.24in,0.23mm | 0.01in,0.0mm | 0in,6.4mm | 0.25in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,9.82kmh | 6.1mph,5.0kmh | 3.11mph,25.0kmh | 15.53mph,16.14kmh | 10.03mph,8.0kmh | 4.97mph,6.1mb,0.23mb,0.0mb
delhi,2015,march,36.0°C (96.8°F),29.03°C (84.25°F),17.0°C (62.6°F),32.0°C (89.6°F),24.74°C (76.53°F),16.0°C (60.8°F),23.0°C (73.4°F),16.03°C (60.85°F),10.0°C (50.0°F),16.0°C (60.8°F),9.26°C (48.67°F),3.0°C (37.4°F),7.1mm | 0.28in,0.39mm | 0.02in,0.0mm | 0in,12.1mm | 0.48in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,30.0kmh | 18.64mph,10.81kmh | 6.72mph,6.0kmh | 3.73mph,46.0kmh | 28.58mph,16.65kmh | 10.35mph,8.0kmh | 4.97mph,7.1mb,0.39mb,0.0mb
delhi,2015,april,41.0°C (105.8°F),35.63°C (96.13°F),24.0°C (75.2°F),38.0°C (100.4°F),32.37°C (90.27°F),22.0°C (71.6°F),30.0°C (86.0°F),23.93°C (75.07°F),18.0°C (64.4°F),15.0°C (59.0°F),9.0°C (48.2°F),0.0°C (0°F),11.8mm | 0.46in,0.42mm | 0.02in,0.0mm | 0in,12.6mm | 0.5in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,10.47kmh | 6.51mph,4.0kmh | 2.49mph,21.0kmh | 13.05mph,13.47kmh | 8.37mph,7.0kmh | 4.35mph,11.8mb,0.42mb,0.0mb
delhi,2015,may,46.0°C (114.8°F),41.84°C (107.31°F),36.0°C (96.8°F),42.0°C (107.6°F),38.9°C (102.02°F),34.0°C (93.2°F),34.0°C (93.2°F),30.0°C (86.0°F),27.0°C (80.6°F),19.0°C (66.2°F),5.1°C (41.18°F),-6.0°C (21.2°F),0.6mm | 0.02in,0.02mm | 0.0in,0.0mm | 0in,0.7mm | 0.03in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,11.26kmh | 7.0mph,5.0kmh | 3.11mph,27.0kmh | 16.78mph,14.16kmh | 8.8mph,5.0kmh | 3.11mph,0.6mb,0.02mb,0.0mb
delhi,2015,june,45.0°C (113.0°F),39.8°C (103.64°F),32.0°C (89.6°F),42.0°C (107.6°F),37.53°C (99.55°F),30.0°C (86.0°F),35.0°C (95.0°F),31.3°C (88.34°F),26.0°C (78.8°F),23.0°C (73.4°F),14.97°C (58.95°F),8.0°C (46.4°F),30.8mm | 1.21in,1.18mm | 0.05in,0.0mm | 0in,35.5mm | 1.4in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,11.7kmh | 7.27mph,5.0kmh | 3.11mph,26.0kmh | 16.16mph,14.07kmh | 8.74mph,5.0kmh | 3.11mph,30.8mb,1.18mb,0.0mb
delhi,2015,july,40.0°C (104.0°F),35.9°C (96.62°F),26.0°C (78.8°F),38.0°C (100.4°F),33.58°C (92.44°F),25.0°C (77.0°F),33.0°C (91.4°F),28.61°C (83.5°F),24.0°C (75.2°F),25.0°C (77.0°F),21.94°C (71.49°F),18.0°C (64.4°F),47.2mm | 1.86in,2.43mm | 0.1in,0.0mm | 0in,75.3mm | 2.96in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,26.0kmh | 16.16mph,13.23kmh | 8.22mph,5.0kmh | 3.11mph,32.0kmh | 19.88mph,16.26kmh | 10.1mph,5.0kmh | 3.11mph,47.2mb,2.43mb,0.0mb
delhi,2015,august,39.0°C (102.2°F),35.94°C (96.69°F),32.0°C (89.6°F),36.0°C (96.8°F),33.42°C (92.16°F),31.0°C (87.8°F),30.0°C (86.0°F),28.32°C (82.98°F),27.0°C (80.6°F),26.0°C (78.8°F),22.35°C (72.23°F),17.0°C (62.6°F),9.9mm | 0.39in,0.87mm | 0.03in,0.0mm | 0in,27.0mm | 1.06in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,9.58kmh | 5.95mph,5.0kmh | 3.11mph,23.0kmh | 14.29mph,12.48kmh | 7.75mph,6.0kmh | 3.73mph,9.9mb,0.87mb,0.0mb
delhi,2015,september,39.0°C (102.2°F),35.97°C (96.75°F),33.0°C (91.4°F),36.0°C (96.8°F),32.8°C (91.04°F),30.0°C (86.0°F),29.0°C (84.2°F),25.9°C (78.62°F),24.0°C (75.2°F),24.0°C (75.2°F),17.53°C (63.55°F),11.0°C (51.8°F),4.5mm | 0.18in,0.55mm | 0.02in,0.0mm | 0in,16.5mm | 0.65in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,9.6kmh | 5.97mph,4.0kmh | 2.49mph,20.0kmh | 12.43mph,12.67kmh | 7.87mph,5.0kmh | 3.11mph,4.5mb,0.55mb,0.0mb
delhi,2015,october,38.0°C (100.4°F),34.13°C (93.43°F),27.0°C (80.6°F),33.0°C (91.4°F),30.35°C (86.63°F),25.0°C (77.0°F),26.0°C (78.8°F),23.35°C (74.03°F),19.0°C (66.2°F),18.0°C (64.4°F),11.65°C (52.97°F),4.0°C (39.2°F),0.8mm | 0.03in,0.03mm | 0.0in,0.0mm | 0in,0.9mm | 0.04in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,11.0kmh | 6.84mph,7.84kmh | 4.87mph,4.0kmh | 2.49mph,16.0kmh | 9.94mph,10.29kmh | 6.39mph,6.0kmh | 3.73mph,0.8mb,0.03mb,0.0mb
delhi,2015,november,31.0°C (87.8°F),28.87°C (83.97°F),26.0°C (78.8°F),27.0°C (80.6°F),25.27°C (77.49°F),22.0°C (71.6°F),22.0°C (71.6°F),18.87°C (65.97°F),16.0°C (60.8°F),16.0°C (60.8°F),7.1°C (44.78°F),-1.0°C (30.2°F),0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,13.0kmh | 8.08mph,8.07kmh | 5.01mph,5.0kmh | 3.11mph,17.0kmh | 10.56mph,10.93kmh | 6.79mph,7.0kmh | 4.35mph,0.1mb,0.0mb,0.0mb
delhi,2015,december,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),23.0°C (73.4°F),18.58°C (65.44°F),14.0°C (57.2°F),18.0°C (64.4°F),12.61°C (54.7°F),8.0°C (46.4°F),12.0°C (53.6°F),2.81°C (37.06°F),-6.0°C (21.2°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,8.61kmh | 5.35mph,3.0kmh | 1.86mph,20.0kmh | 12.43mph,12.32kmh | 7.66mph,5.0kmh | 3.11mph,0.0mb,0.0mb,0.0mb
delhi,2016,january,26.0°C (78.8°F),22.16°C (71.89°F),19.0°C (66.2°F),21.0°C (69.8°F),16.71°C (62.08°F),13.0°C (55.4°F),15.0°C (59.0°F),9.74°C (49.53°F),5.0°C (41.0°F),11.0°C (51.8°F),5.84°C (42.51°F),-3.0°C (26.6°F),0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,13.0kmh | 8.08mph,7.0kmh | 4.35mph,3.0kmh | 1.86mph,21.0kmh | 13.05mph,11.16kmh | 6.93mph,4.0kmh | 2.49mph,0.1mb,0.0mb,0.0mb
delhi,2016,february,31.0°C (87.8°F),25.9°C (78.62°F),19.0°C (66.2°F),27.0°C (80.6°F),20.41°C (68.74°F),16.0°C (60.8°F),18.0°C (64.4°F),11.55°C (52.79°F),7.0°C (44.6°F),14.0°C (57.2°F),4.9°C (40.82°F),-1.0°C (30.2°F),0.3mm | 0.01in,0.01mm | 0.0in,0.0mm | 0in,0.3mm | 0.01in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,9.0kmh | 5.59mph,4.0kmh | 2.49mph,22.0kmh | 13.67mph,14.07kmh | 8.74mph,6.0kmh | 3.73mph,0.3mb,0.01mb,0.0mb
delhi,2016,march,38.0°C (100.4°F),32.45°C (90.41°F),29.0°C (84.2°F),34.0°C (93.2°F),27.87°C (82.17°F),24.0°C (75.2°F),24.0°C (75.2°F),18.23°C (64.81°F),15.0°C (59.0°F),14.0°C (57.2°F),7.23°C (45.01°F),-1.0°C (30.2°F),1.8mm | 0.07in,0.11mm | 0.0in,0.0mm | 0in,3.3mm | 0.13in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,9.84kmh | 6.11mph,4.0kmh | 2.49mph,28.0kmh | 17.4mph,15.23kmh | 9.46mph,7.0kmh | 4.35mph,1.8mb,0.11mb,0.0mb
delhi,2016,april,41.0°C (105.8°F),38.47°C (101.25°F),35.0°C (95.0°F),38.0°C (100.4°F),34.87°C (94.77°F),32.0°C (89.6°F),28.0°C (82.4°F),25.0°C (77.0°F),23.0°C (73.4°F),10.0°C (50.0°F),3.53°C (38.35°F),-4.0°C (24.8°F),0.3mm | 0.01in,0.02mm | 0.0in,0.0mm | 0in,0.7mm | 0.03in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,10.9kmh | 6.77mph,7.0kmh | 4.35mph,24.0kmh | 14.91mph,14.37kmh | 8.93mph,10.0kmh | 6.21mph,0.3mb,0.02mb,0.0mb
delhi,2016,may,46.0°C (114.8°F),40.94°C (105.69°F),33.0°C (91.4°F),43.0°C (109.4°F),38.19°C (100.74°F),33.0°C (91.4°F),33.0°C (91.4°F),30.13°C (86.23°F),28.0°C (82.4°F),19.0°C (66.2°F),11.13°C (52.03°F),-5.0°C (23.0°F),1.3mm | 0.05in,0.21mm | 0.01in,0.0mm | 0in,6.5mm | 0.26in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,10.06kmh | 6.25mph,6.0kmh | 3.73mph,19.0kmh | 11.81mph,12.42kmh | 7.72mph,7.0kmh | 4.35mph,1.3mb,0.21mb,0.0mb
delhi,2016,june,45.0°C (113.0°F),41.33°C (106.39°F),37.0°C (98.6°F),42.0°C (107.6°F),38.57°C (101.43°F),35.0°C (95.0°F),33.0°C (91.4°F),31.73°C (89.11°F),30.0°C (86.0°F),23.0°C (73.4°F),18.4°C (65.12°F),12.0°C (53.6°F),6.9mm | 0.27in,0.73mm | 0.03in,0.0mm | 0in,21.9mm | 0.86in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,10.03kmh | 6.23mph,5.0kmh | 3.11mph,18.0kmh | 11.18mph,11.97kmh | 7.44mph,6.0kmh | 3.73mph,6.9mb,0.73mb,0.0mb
delhi,2016,july,40.0°C (104.0°F),35.65°C (96.17°F),32.0°C (89.6°F),38.0°C (100.4°F),33.42°C (92.16°F),29.0°C (84.2°F),33.0°C (91.4°F),29.03°C (84.25°F),26.0°C (78.8°F),26.0°C (78.8°F),24.0°C (75.2°F),23.0°C (73.4°F),9.1mm | 0.36in,1.91mm | 0.08in,0.0mm | 0in,59.3mm | 2.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,7.84kmh | 4.87mph,5.0kmh | 3.11mph,15.0kmh | 9.32mph,9.74kmh | 6.05mph,6.0kmh | 3.73mph,9.1mb,1.91mb,0.0mb
delhi,2016,august,37.0°C (98.6°F),34.68°C (94.42°F),31.0°C (87.8°F),34.0°C (93.2°F),32.06°C (89.71°F),30.0°C (86.0°F),30.0°C (86.0°F),27.29°C (81.12°F),26.0°C (78.8°F),25.0°C (77.0°F),23.87°C (74.97°F),22.0°C (71.6°F),8.6mm | 0.34in,1.26mm | 0.05in,0.0mm | 0in,39.2mm | 1.54in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,9.45kmh | 5.87mph,3.0kmh | 1.86mph,21.0kmh | 13.05mph,12.26kmh | 7.62mph,4.0kmh | 2.49mph,8.6mb,1.26mb,0.0mb
delhi,2016,september,37.0°C (98.6°F),36.0°C (96.8°F),33.0°C (91.4°F),34.0°C (93.2°F),32.77°C (90.99°F),31.0°C (87.8°F),28.0°C (82.4°F),26.4°C (79.52°F),25.0°C (77.0°F),24.0°C (75.2°F),20.0°C (68.0°F),17.0°C (62.6°F),1.5mm | 0.06in,0.1mm | 0.0in,0.0mm | 0in,2.9mm | 0.11in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,7.83kmh | 4.87mph,4.0kmh | 2.49mph,19.0kmh | 11.81mph,10.8kmh | 6.71mph,5.0kmh | 3.11mph,1.5mb,0.1mb,0.0mb
delhi,2016,october,38.0°C (100.4°F),35.23°C (95.41°F),31.0°C (87.8°F),34.0°C (93.2°F),30.58°C (87.04°F),27.0°C (80.6°F),28.0°C (82.4°F),22.81°C (73.06°F),18.0°C (64.4°F),21.0°C (69.8°F),9.03°C (48.25°F),0.0°C (0°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,7.0kmh | 4.35mph,2.0kmh | 1.24mph,16.0kmh | 9.94mph,9.94kmh | 6.18mph,4.0kmh | 2.49mph,0.0mb,0.0mb,0.0mb
delhi,2016,november,32.0°C (89.6°F),29.7°C (85.46°F),27.0°C (80.6°F),27.0°C (80.6°F),24.67°C (76.41°F),22.0°C (71.6°F),19.0°C (66.2°F),17.13°C (62.83°F),15.0°C (59.0°F),11.0°C (51.8°F),2.0°C (35.6°F),-4.0°C (24.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,8.27kmh | 5.14mph,4.0kmh | 2.49mph,23.0kmh | 14.29mph,12.07kmh | 7.5mph,6.0kmh | 3.73mph,0.0mb,0.0mb,0.0mb
delhi,2016,december,28.0°C (82.4°F),24.81°C (76.66°F),22.0°C (71.6°F),23.0°C (73.4°F),19.32°C (66.78°F),17.0°C (62.6°F),17.0°C (62.6°F),12.68°C (54.82°F),10.0°C (50.0°F),13.0°C (55.4°F),3.94°C (39.09°F),-5.0°C (23.0°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,13.0kmh | 8.08mph,7.84kmh | 4.87mph,3.0kmh | 1.86mph,20.0kmh | 12.43mph,11.81kmh | 7.34mph,4.0kmh | 2.49mph,0.0mb,0.0mb,0.0mb
delhi,2017,january,27.0°C (80.6°F),21.19°C (70.14°F),17.0°C (62.6°F),22.0°C (71.6°F),15.87°C (60.57°F),11.0°C (51.8°F),15.0°C (59.0°F),9.58°C (49.24°F),5.0°C (41.0°F),13.0°C (55.4°F),6.06°C (42.91°F),-4.0°C (24.8°F),4.4mm | 0.17in,0.18mm | 0.01in,0.0mm | 0in,5.7mm | 0.22in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,8.68kmh | 5.39mph,3.0kmh | 1.86mph,21.0kmh | 13.05mph,14.23kmh | 8.84mph,6.0kmh | 3.73mph,4.4mb,0.18mb,0.0mb
delhi,2017,february,31.0°C (87.8°F),25.86°C (78.55°F),21.0°C (69.8°F),25.0°C (77.0°F),20.07°C (68.13°F),16.0°C (60.8°F),16.0°C (60.8°F),11.61°C (52.9°F),8.0°C (46.4°F),11.0°C (51.8°F),5.86°C (42.55°F),-4.0°C (24.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,9.75kmh | 6.06mph,4.0kmh | 2.49mph,27.0kmh | 16.78mph,16.11kmh | 10.01mph,7.0kmh | 4.35mph,0.0mb,0.0mb,0.0mb
delhi,2017,march,41.0°C (105.8°F),31.87°C (89.37°F),23.0°C (73.4°F),36.0°C (96.8°F),26.74°C (80.13°F),19.0°C (66.2°F),26.0°C (78.8°F),16.35°C (61.43°F),9.0°C (48.2°F),12.0°C (53.6°F),4.03°C (39.25°F),-1.0°C (30.2°F),1.1mm | 0.04in,0.06mm | 0.0in,0.0mm | 0in,2.0mm | 0.08in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,10.84kmh | 6.74mph,7.0kmh | 4.35mph,24.0kmh | 14.91mph,16.81kmh | 10.45mph,11.0kmh | 6.84mph,1.1mb,0.06mb,0.0mb
delhi,2017,april,44.0°C (111.2°F),39.87°C (103.77°F),34.0°C (93.2°F),40.0°C (104.0°F),35.47°C (95.85°F),30.0°C (86.0°F),29.0°C (84.2°F),25.07°C (77.13°F),19.0°C (66.2°F),13.0°C (55.4°F),4.07°C (39.33°F),-6.0°C (21.2°F),1.6mm | 0.06in,0.1mm | 0.0in,0.0mm | 0in,3.0mm | 0.12in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,11.2kmh | 6.96mph,6.0kmh | 3.73mph,26.0kmh | 16.16mph,15.1kmh | 9.38mph,8.0kmh | 4.97mph,1.6mb,0.1mb,0.0mb
delhi,2017,may,45.0°C (113.0°F),41.87°C (107.37°F),38.0°C (100.4°F),42.0°C (107.6°F),38.45°C (101.21°F),34.0°C (93.2°F),32.0°C (89.6°F),29.45°C (85.01°F),25.0°C (77.0°F),17.0°C (62.6°F),10.58°C (51.04°F),1.0°C (33.8°F),0.6mm | 0.02in,0.06mm | 0.0in,0.0mm | 0in,1.9mm | 0.07in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,9.77kmh | 6.07mph,5.0kmh | 3.11mph,23.0kmh | 14.29mph,12.32kmh | 7.66mph,7.0kmh | 4.35mph,0.6mb,0.06mb,0.0mb
delhi,2017,june,47.0°C (116.6°F),40.57°C (105.03°F),32.0°C (89.6°F),44.0°C (111.2°F),37.77°C (99.99°F),31.0°C (87.8°F),35.0°C (95.0°F),30.73°C (87.31°F),27.0°C (80.6°F),24.0°C (75.2°F),16.23°C (61.21°F),4.0°C (39.2°F),1.7mm | 0.07in,0.28mm | 0.01in,0.0mm | 0in,8.5mm | 0.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,9.9kmh | 6.15mph,5.0kmh | 3.11mph,24.0kmh | 14.91mph,11.9kmh | 7.39mph,6.0kmh | 3.73mph,1.7mb,0.28mb,0.0mb
delhi,2017,july,41.0°C (105.8°F),37.0°C (98.6°F),33.0°C (91.4°F),38.0°C (100.4°F),34.55°C (94.19°F),31.0°C (87.8°F),33.0°C (91.4°F),29.58°C (85.24°F),27.0°C (80.6°F),24.0°C (75.2°F),22.55°C (72.59°F),19.0°C (66.2°F),7.9mm | 0.31in,0.96mm | 0.04in,0.0mm | 0in,29.7mm | 1.17in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,10.87kmh | 6.75mph,5.0kmh | 3.11mph,22.0kmh | 13.67mph,13.1kmh | 8.14mph,6.0kmh | 3.73mph,7.9mb,0.96mb,0.0mb
delhi,2017,august,40.0°C (104.0°F),36.39°C (97.5°F),32.0°C (89.6°F),37.0°C (98.6°F),33.87°C (92.97°F),31.0°C (87.8°F),31.0°C (87.8°F),29.32°C (84.78°F),27.0°C (80.6°F),25.0°C (77.0°F),22.23°C (72.01°F),18.0°C (64.4°F),7.6mm | 0.3in,0.99mm | 0.04in,0.0mm | 0in,30.7mm | 1.21in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,10.19kmh | 6.33mph,5.0kmh | 3.11mph,25.0kmh | 15.53mph,12.48kmh | 7.75mph,6.0kmh | 3.73mph,7.6mb,0.99mb,0.0mb
delhi,2017,september,38.0°C (100.4°F),35.33°C (95.59°F),25.0°C (77.0°F),35.0°C (95.0°F),32.53°C (90.55°F),24.0°C (75.2°F),30.0°C (86.0°F),27.5°C (81.5°F),23.0°C (73.4°F),24.0°C (75.2°F),19.33°C (66.79°F),13.0°C (55.4°F),7.8mm | 0.31in,0.28mm | 0.01in,0.0mm | 0in,8.5mm | 0.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,7.47kmh | 4.64mph,4.0kmh | 2.49mph,18.0kmh | 11.18mph,9.07kmh | 5.64mph,5.0kmh | 3.11mph,7.8mb,0.28mb,0.0mb
delhi,2017,october,38.0°C (100.4°F),35.0°C (95.0°F),28.0°C (82.4°F),34.0°C (93.2°F),31.35°C (88.43°F),27.0°C (80.6°F),27.0°C (80.6°F),25.26°C (77.47°F),22.0°C (71.6°F),18.0°C (64.4°F),11.52°C (52.74°F),4.0°C (39.2°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,8.0kmh | 4.97mph,5.94kmh | 3.69mph,4.0kmh | 2.49mph,9.0kmh | 5.59mph,6.9kmh | 4.29mph,5.0kmh | 3.11mph,0.0mb,0.0mb,0.0mb
delhi,2017,november,33.0°C (91.4°F),28.4°C (83.12°F),25.0°C (77.0°F),28.0°C (82.4°F),24.8°C (76.64°F),21.0°C (69.8°F),23.0°C (73.4°F),19.3°C (66.74°F),15.0°C (59.0°F),16.0°C (60.8°F),4.83°C (40.69°F),-7.0°C (19.4°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,11.0kmh | 6.84mph,7.27kmh | 4.52mph,3.0kmh | 1.86mph,15.0kmh | 9.32mph,8.7kmh | 5.41mph,4.0kmh | 2.49mph,0.0mb,0.0mb,0.0mb
delhi,2017,december,27.0°C (80.6°F),24.13°C (75.43°F),21.0°C (69.8°F),23.0°C (73.4°F),20.29°C (68.52°F),17.0°C (62.6°F),18.0°C (64.4°F),14.94°C (58.89°F),12.0°C (53.6°F),12.0°C (53.6°F),1.71°C (35.08°F),-5.0°C (23.0°F),0.2mm | 0.01in,0.01mm | 0.0in,0.0mm | 0in,0.2mm | 0.01in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,7.03kmh | 4.37mph,3.0kmh | 1.86mph,16.0kmh | 9.94mph,8.84kmh | 5.49mph,4.0kmh | 2.49mph,0.2mb,0.01mb,0.0mb
delhi,2018,january,26.0°C (78.8°F),21.84°C (71.31°F),15.0°C (59.0°F),20.0°C (68.0°F),17.1°C (62.78°F),14.0°C (57.2°F),13.0°C (55.4°F),10.68°C (51.22°F),9.0°C (48.2°F),11.0°C (51.8°F),5.03°C (41.05°F),-0.0°C (0°F),1.6mm | 0.06in,0.05mm | 0.0in,0.0mm | 0in,1.6mm | 0.06in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,7.35kmh | 4.57mph,3.0kmh | 1.86mph,25.0kmh | 15.53mph,9.35kmh | 5.81mph,4.0kmh | 2.49mph,1.6mb,0.05mb,0.0mb
